path,condition,test_type,cell,visit,test_id,rpt_T_degC,size_MB,DOD_pct,C_ch,C_dis,T_degC
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FNX7G_CYC_at25degC_V11_5287.ird,DOD100_1C1C_25degC,CYC,S2000FNX7G,11,5287,25,17.523,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FNX7G_CYC_at25degC_V13_5347.ird,DOD100_1C1C_25degC,CYC,S2000FNX7G,13,5347,25,17.909,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FNX7G_CYC_at25degC_V15_5395.ird,DOD100_1C1C_25degC,CYC,S2000FNX7G,15,5395,25,18.245,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V01_4931.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,1,4931,25,16.563,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V03_5007.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,3,5007,25,16.635,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V05_5091.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,5,5091,25,16.791,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V07_5160.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,7,5160,25,16.821,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V09_5235.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,9,5235,25,17.102,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V11_5289.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,11,5289,25,17.291,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V13_5349.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,13,5349,25,17.641,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_25degC/Cycling_Periods/S2000FQ0EW_CYC_at25degC_V15_5397.ird,DOD100_1C1C_25degC,CYC,S2000FQ0EW,15,5397,25,17.948,100.0,1.0,1.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMK8H_CU_at25degC_V00_4917.ird,DOD100_1C1C_40degC,CU,S2000FMK8H,0,4917,25,15.471,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMK8H_CU_at25degC_V02_5015.ird,DOD100_1C1C_40degC,CU,S2000FMK8H,2,5015,25,15.507,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMK8H_CU_at25degC_V04_5098.ird,DOD100_1C1C_40degC,CU,S2000FMK8H,4,5098,25,15.296,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMK8H_CU_at25degC_V06_5182.ird,DOD100_1C1C_40degC,CU,S2000FMK8H,6,5182,25,15.318,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMK8H_CU_at25degC_V08_5255.ird,DOD100_1C1C_40degC,CU,S2000FMK8H,8,5255,25,15.021,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMUJX_CU_at25degC_V00_4919.ird,DOD100_1C1C_40degC,CU,S2000FMUJX,0,4919,25,15.469,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMUJX_CU_at25degC_V02_5017.ird,DOD100_1C1C_40degC,CU,S2000FMUJX,2,5017,25,15.503,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMUJX_CU_at25degC_V04_5101.ird,DOD100_1C1C_40degC,CU,S2000FMUJX,4,5101,25,15.287,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMUJX_CU_at25degC_V06_5184.ird,DOD100_1C1C_40degC,CU,S2000FMUJX,6,5184,25,15.215,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FMUJX_CU_at25degC_V08_5257.ird,DOD100_1C1C_40degC,CU,S2000FMUJX,8,5257,25,14.893,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FNA0F_CU_at25degC_V00_4918.ird,DOD100_1C1C_40degC,CU,S2000FNA0F,0,4918,25,15.426,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FNA0F_CU_at25degC_V02_5016.ird,DOD100_1C1C_40degC,CU,S2000FNA0F,2,5016,25,15.509,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FNA0F_CU_at25degC_V04_5100.ird,DOD100_1C1C_40degC,CU,S2000FNA0F,4,5100,25,15.441,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FNA0F_CU_at25degC_V06_5183.ird,DOD100_1C1C_40degC,CU,S2000FNA0F,6,5183,25,15.292,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/CU_at_25degC/S2000FNA0F_CU_at25degC_V08_5256.ird,DOD100_1C1C_40degC,CU,S2000FNA0F,8,5256,25,15.061,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V01_4944.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,1,4944,40,16.639,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V03_5018.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,3,5018,40,16.611,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V05_5117.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,5,5117,40,16.926,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V07_5191.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,7,5191,40,17.433,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMK8H_CYC_at40degC_V09_5278.ird,DOD100_1C1C_40degC,CYC,S2000FMK8H,9,5278,40,0.025,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V01_4946.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,1,4946,40,16.591,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V03_5020.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,3,5020,40,16.613,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V05_5119.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,5,5119,40,16.883,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V07_5193.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,7,5193,40,17.375,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FMUJX_CYC_at40degC_V09_5280.ird,DOD100_1C1C_40degC,CYC,S2000FMUJX,9,5280,40,0.058,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V01_4945.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,1,4945,40,16.554,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V03_5019.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,3,5019,40,16.588,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V05_5118.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,5,5118,40,16.896,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V07_5192.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,7,5192,40,17.359,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_40degC/Cycling_Periods/S2000FNA0F_CYC_at40degC_V09_5279.ird,DOD100_1C1C_40degC,CYC,S2000FNA0F,9,5279,40,15.388,100.0,1.0,1.0,40.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000EPLM8_CU_at25degC_V00_4841.ird,DOD100_1C1C_50degC,CU,S2000EPLM8,0,4841,25,15.408,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000EPLM8_CU_at25degC_V01_4887.ird,DOD100_1C1C_50degC,CU,S2000EPLM8,1,4887,25,15.756,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FNILQ_CU_at25degC_V00_4842.ird,DOD100_1C1C_50degC,CU,S2000FNILQ,0,4842,25,15.445,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FOOS5_CU_at25degC_V00_4840.ird,DOD100_1C1C_50degC,CU,S2000FOOS5,0,4840,25,15.385,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/CU_at_25degC/S2000FOOS5_CU_at25degC_V01_4888.ird,DOD100_1C1C_50degC,CU,S2000FOOS5,1,4888,25,14.835,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000EPLM8_CU_at50degC_V01_4868.ird,DOD100_1C1C_50degC,CYC,S2000EPLM8,1,4868,50,44.418,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000FNILQ_CU_at50degC_V01_4869.ird,DOD100_1C1C_50degC,CYC,S2000FNILQ,1,4869,50,42.265,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_1C1C_50degC/Cycling_Periods/S2000FOOS5_CU_at50degC_V01_4867.ird,DOD100_1C1C_50degC,CYC,S2000FOOS5,1,4867,50,44.202,100.0,1.0,1.0,50.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FP452_CU_at25degC_V00_4831.ird,DOD100_2C2C_-10degC,CU,S2000FP452,0,4831,25,15.389,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FP452_CU_at25degC_V01_4879.ird,DOD100_2C2C_-10degC,CU,S2000FP452,1,4879,25,14.994,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FQ87T_CU_at25degC_V00_4833.ird,DOD100_2C2C_-10degC,CU,S2000FQ87T,0,4833,25,15.411,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FR213_CU_at25degC_V00_4832.ird,DOD100_2C2C_-10degC,CU,S2000FR213,0,4832,25,15.509,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/CU_at_25degC/S2000FR213_CU_at25degC_V01_4883.ird,DOD100_2C2C_-10degC,CU,S2000FR213,1,4883,25,15.207,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FP452_CU_at-10degC_V01_4860.ird,DOD100_2C2C_-10degC,CYC,S2000FP452,1,4860,-10,0.0,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FQ87T_CU_at-10degC_V01_4859.ird,DOD100_2C2C_-10degC,CYC,S2000FQ87T,1,4859,-10,18.364,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_-10degC/Cycling_Periods/S2000FR213_CU_at-10degC_V01_4858.ird,DOD100_2C2C_-10degC,CYC,S2000FR213,1,4858,-10,42.623,100.0,2.0,2.0,-10.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V00_4896.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,0,4896,25,15.414,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V02_4955.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,2,4955,25,15.527,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V04_5025.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,4,5025,25,15.562,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V06_5079.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,6,5079,25,15.53,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V08_5149.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,8,5149,25,15.463,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V10_5201.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,10,5201,25,15.378,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V12_5261.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,12,5261,25,15.242,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V14_5315.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,14,5315,25,15.126,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V16_5357.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,16,5357,25,14.968,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FN8BU_CU_at25degC_V18_5387.ird,DOD100_2C2C_25degC,CU,S2000FN8BU,18,5387,25,14.748,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V00_4895.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,0,4895,25,15.323,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V02_4954.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,2,4954,25,15.492,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V04_4998.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,4,4998,25,15.52,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V06_5055.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,6,5055,25,15.506,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V08_5102.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,8,5102,25,15.406,100.0,2.0,2.0,25.0
/media/kabir/Research/Project/sodium battery /Data_Failure_Mode_and_Degradation_Analysis_of_a_Commercial_Sodium-Ion_Battery_With_Severe_Gassing_Issue/Standard cycling/DOD100_2C2C_25degC/CU_at_25degC/S2000FOCH9_CU_at25degC_V10_5151.ird,DOD100_2C2C_25degC,CU,S2000FOCH9,10,5151,25,15.311,100.0,2.0,2.0,25.0
